Source,Target,Type,Id,tweetword,Date
3,481,Undirected,65,kindle2,Mon Apr 06 22:19:57 PDT 2009
3,483,Undirected,66,kindle2,Mon Apr 06 22:19:57 PDT 2009
3,484,Undirected,67,kindle2,Mon Apr 06 22:19:57 PDT 2009
3,512,Undirected,68,kindle2,Mon Apr 06 22:19:57 PDT 2009
3,513,Undirected,69,kindle2,Mon Apr 06 22:19:57 PDT 2009
3,514,Undirected,70,kindle2,Mon Apr 06 22:19:57 PDT 2009
3,520,Undirected,71,kindle2,Mon Apr 06 22:19:57 PDT 2009
3,536,Undirected,72,kindle2,Mon Apr 06 22:19:57 PDT 2009
3,537,Undirected,73,kindle2,Mon Apr 06 22:19:57 PDT 2009
3,538,Undirected,74,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,1,Undirected,75,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,2,Undirected,76,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,3,Undirected,77,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,5,Undirected,78,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,219,Undirected,79,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,220,Undirected,80,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,248,Undirected,81,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,249,Undirected,82,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,250,Undirected,83,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,277,Undirected,84,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,278,Undirected,85,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,469,Undirected,86,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,470,Undirected,87,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,479,Undirected,88,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,480,Undirected,89,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,481,Undirected,90,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,483,Undirected,91,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,484,Undirected,92,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,512,Undirected,93,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,513,Undirected,94,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,514,Undirected,95,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,520,Undirected,96,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,536,Undirected,97,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,537,Undirected,98,kindle2,Mon Apr 06 22:19:57 PDT 2009
4,538,Undirected,99,kindle2,Mon Apr 06 22:19:57 PDT 2009
5,1,Undirected,100,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,2,Undirected,101,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,3,Undirected,102,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,4,Undirected,103,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,219,Undirected,104,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,220,Undirected,105,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,248,Undirected,106,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,249,Undirected,107,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,250,Undirected,108,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,277,Undirected,109,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,278,Undirected,110,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,469,Undirected,111,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,470,Undirected,112,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,479,Undirected,113,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,480,Undirected,114,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,481,Undirected,115,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,483,Undirected,116,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,484,Undirected,117,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,512,Undirected,118,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,513,Undirected,119,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,514,Undirected,120,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,520,Undirected,121,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,536,Undirected,122,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,537,Undirected,123,kindle2,Mon Apr 06 22:20:00 PDT 2009
5,538,Undirected,124,kindle2,Mon Apr 06 22:20:00 PDT 2009
6,35,Undirected,125,aig,Mon Apr 06 22:20:03 PDT 2009
6,49,Undirected,126,aig,Mon Apr 06 22:20:03 PDT 2009
6,50,Undirected,127,aig,Mon Apr 06 22:20:03 PDT 2009
6,51,Undirected,128,aig,Mon Apr 06 22:20:03 PDT 2009
6,251,Undirected,129,aig,Mon Apr 06 22:20:03 PDT 2009
6,271,Undirected,130,aig,Mon Apr 06 22:20:03 PDT 2009
6,299,Undirected,131,aig,Mon Apr 06 22:20:03 PDT 2009
7,9,Undirected,132,twitter,Mon Apr 06 22:20:00 PDT 2009
7,252,Undirected,133,twitter,Mon Apr 06 22:20:00 PDT 2009
7,253,Undirected,134,twitter,Mon Apr 06 22:20:00 PDT 2009
8,206,Undirected,135,jquery,Mon Apr 06 22:20:03 PDT 2009
8,207,Undirected,136,jquery,Mon Apr 06 22:20:03 PDT 2009
8,208,Undirected,137,jquery,Mon Apr 06 22:20:03 PDT 2009
8,209,Undirected,138,jquery,Mon Apr 06 22:20:03 PDT 2009
8,210,Undirected,139,jquery,Mon Apr 06 22:20:03 PDT 2009
8,211,Undirected,140,jquery,Mon Apr 06 22:20:03 PDT 2009
8,212,Undirected,141,jquery,Mon Apr 06 22:20:03 PDT 2009
8,454,Undirected,142,jquery,Mon Apr 06 22:20:03 PDT 2009
8,455,Undirected,143,jquery,Mon Apr 06 22:20:03 PDT 2009
8,456,Undirected,144,jquery,Mon Apr 06 22:20:03 PDT 2009
8,457,Undirected,145,jquery,Mon Apr 06 22:20:03 PDT 2009
8,458,Undirected,146,jquery,Mon Apr 06 22:20:03 PDT 2009
8,459,Undirected,147,jquery,Mon Apr 06 22:20:03 PDT 2009
8,460,Undirected,148,jquery,Mon Apr 06 22:20:03 PDT 2009
8,461,Undirected,149,jquery,Mon Apr 06 22:20:03 PDT 2009
9,7,Undirected,150,twitter,Mon Apr 06 22:20:05 PDT 2009
9,252,Undirected,151,twitter,Mon Apr 06 22:20:05 PDT 2009
9,253,Undirected,152,twitter,Mon Apr 06 22:20:05 PDT 2009
10,11,Undirected,153,obama,Mon Apr 06 22:20:09 PDT 2009
10,12,Undirected,154,obama,Mon Apr 06 22:20:09 PDT 2009
10,13,Undirected,155,obama,Mon Apr 06 22:20:09 PDT 2009
10,79,Undirected,156,obama,Mon Apr 06 22:20:09 PDT 2009
10,254,Undirected,157,obama,Mon Apr 06 22:20:09 PDT 2009
10,255,Undirected,158,obama,Mon Apr 06 22:20:09 PDT 2009
10,256,Undirected,159,obama,Mon Apr 06 22:20:09 PDT 2009
10,257,Undirected,160,obama,Mon Apr 06 22:20:09 PDT 2009
10,258,Undirected,161,obama,Mon Apr 06 22:20:09 PDT 2009
10,259,Undirected,162,obama,Mon Apr 06 22:20:09 PDT 2009
10,260,Undirected,163,obama,Mon Apr 06 22:20:09 PDT 2009
10,530,Undirected,164,obama,Mon Apr 06 22:20:09 PDT 2009
10,531,Undirected,165,obama,Mon Apr 06 22:20:09 PDT 2009
10,532,Undirected,166,obama,Mon Apr 06 22:20:09 PDT 2009
10,533,Undirected,167,obama,Mon Apr 06 22:20:09 PDT 2009
10,534,Undirected,168,obama,Mon Apr 06 22:20:09 PDT 2009
10,535,Undirected,169,obama,Mon Apr 06 22:20:09 PDT 2009
10,539,Undirected,170,obama,Mon Apr 06 22:20:09 PDT 2009
10,540,Undirected,171,obama,Mon Apr 06 22:20:09 PDT 2009
10,541,Undirected,172,obama,Mon Apr 06 22:20:09 PDT 2009
11,10,Undirected,173,obama,Mon Apr 06 22:20:16 PDT 2009
11,12,Undirected,174,obama,Mon Apr 06 22:20:16 PDT 2009
11,13,Undirected,175,obama,Mon Apr 06 22:20:16 PDT 2009
11,79,Undirected,176,obama,Mon Apr 06 22:20:16 PDT 2009
11,254,Undirected,177,obama,Mon Apr 06 22:20:16 PDT 2009
11,255,Undirected,178,obama,Mon Apr 06 22:20:16 PDT 2009
11,256,Undirected,179,obama,Mon Apr 06 22:20:16 PDT 2009
11,257,Undirected,180,obama,Mon Apr 06 22:20:16 PDT 2009
11,258,Undirected,181,obama,Mon Apr 06 22:20:16 PDT 2009
11,259,Undirected,182,obama,Mon Apr 06 22:20:16 PDT 2009
11,260,Undirected,183,obama,Mon Apr 06 22:20:16 PDT 2009
11,530,Undirected,184,obama,Mon Apr 06 22:20:16 PDT 2009
11,531,Undirected,185,obama,Mon Apr 06 22:20:16 PDT 2009
11,532,Undirected,186,obama,Mon Apr 06 22:20:16 PDT 2009
11,533,Undirected,187,obama,Mon Apr 06 22:20:16 PDT 2009
11,534,Undirected,188,obama,Mon Apr 06 22:20:16 PDT 2009
11,535,Undirected,189,obama,Mon Apr 06 22:20:16 PDT 2009
11,539,Undirected,190,obama,Mon Apr 06 22:20:16 PDT 2009
11,540,Undirected,191,obama,Mon Apr 06 22:20:16 PDT 2009
11,541,Undirected,192,obama,Mon Apr 06 22:20:16 PDT 2009
12,10,Undirected,193,obama,Mon Apr 06 22:20:17 PDT 2009
12,11,Undirected,194,obama,Mon Apr 06 22:20:17 PDT 2009
12,13,Undirected,195,obama,Mon Apr 06 22:20:17 PDT 2009
12,79,Undirected,196,obama,Mon Apr 06 22:20:17 PDT 2009
12,254,Undirected,197,obama,Mon Apr 06 22:20:17 PDT 2009
12,255,Undirected,198,obama,Mon Apr 06 22:20:17 PDT 2009
12,256,Undirected,199,obama,Mon Apr 06 22:20:17 PDT 2009
12,257,Undirected,200,obama,Mon Apr 06 22:20:17 PDT 2009
12,258,Undirected,201,obama,Mon Apr 06 22:20:17 PDT 2009
12,259,Undirected,202,obama,Mon Apr 06 22:20:17 PDT 2009
12,260,Undirected,203,obama,Mon Apr 06 22:20:17 PDT 2009
12,530,Undirected,204,obama,Mon Apr 06 22:20:17 PDT 2009
12,531,Undirected,205,obama,Mon Apr 06 22:20:17 PDT 2009
12,532,Undirected,206,obama,Mon Apr 06 22:20:17 PDT 2009
12,533,Undirected,207,obama,Mon Apr 06 22:20:17 PDT 2009
12,534,Undirected,208,obama,Mon Apr 06 22:20:17 PDT 2009
12,535,Undirected,209,obama,Mon Apr 06 22:20:17 PDT 2009
12,539,Undirected,210,obama,Mon Apr 06 22:20:17 PDT 2009
12,540,Undirected,211,obama,Mon Apr 06 22:20:17 PDT 2009
12,541,Undirected,212,obama,Mon Apr 06 22:20:17 PDT 2009
13,10,Undirected,213,obama,Mon Apr 06 22:20:19 PDT 2009
13,11,Undirected,214,obama,Mon Apr 06 22:20:19 PDT 2009
13,12,Undirected,215,obama,Mon Apr 06 22:20:19 PDT 2009
13,79,Undirected,216,obama,Mon Apr 06 22:20:19 PDT 2009
13,254,Undirected,217,obama,Mon Apr 06 22:20:19 PDT 2009
13,255,Undirected,218,obama,Mon Apr 06 22:20:19 PDT 2009
13,256,Undirected,219,obama,Mon Apr 06 22:20:19 PDT 2009
13,257,Undirected,220,obama,Mon Apr 06 22:20:19 PDT 2009
13,258,Undirected,221,obama,Mon Apr 06 22:20:19 PDT 2009
13,259,Undirected,222,obama,Mon Apr 06 22:20:19 PDT 2009
13,260,Undirected,223,obama,Mon Apr 06 22:20:19 PDT 2009
13,530,Undirected,224,obama,Mon Apr 06 22:20:19 PDT 2009
13,531,Undirected,225,obama,Mon Apr 06 22:20:19 PDT 2009
13,532,Undirected,226,obama,Mon Apr 06 22:20:19 PDT 2009
13,533,Undirected,227,obama,Mon Apr 06 22:20:19 PDT 2009
13,534,Undirected,228,obama,Mon Apr 06 22:20:19 PDT 2009
13,535,Undirected,229,obama,Mon Apr 06 22:20:19 PDT 2009
13,539,Undirected,230,obama,Mon Apr 06 22:20:19 PDT 2009
13,540,Undirected,231,obama,Mon Apr 06 22:20:19 PDT 2009
13,541,Undirected,232,obama,Mon Apr 06 22:20:19 PDT 2009
14,15,Undirected,233,nike,Mon Apr 06 22:20:19 PDT 2009
14,70,Undirected,234,nike,Mon Apr 06 22:20:19 PDT 2009
14,71,Undirected,235,nike,Mon Apr 06 22:20:19 PDT 2009
14,72,Undirected,236,nike,Mon Apr 06 22:20:19 PDT 2009
14,73,Undirected,237,nike,Mon Apr 06 22:20:19 PDT 2009
14,75,Undirected,238,nike,Mon Apr 06 22:20:19 PDT 2009
14,76,Undirected,239,nike,Mon Apr 06 22:20:19 PDT 2009
14,78,Undirected,240,nike,Mon Apr 06 22:20:19 PDT 2009
14,81,Undirected,241,nike,Mon Apr 06 22:20:19 PDT 2009
14,202,Undirected,242,nike,Mon Apr 06 22:20:19 PDT 2009
14,203,Undirected,243,nike,Mon Apr 06 22:20:19 PDT 2009
14,204,Undirected,244,nike,Mon Apr 06 22:20:19 PDT 2009
14,205,Undirected,245,nike,Mon Apr 06 22:20:19 PDT 2009
14,322,Undirected,246,nike,Mon Apr 06 22:20:19 PDT 2009
14,323,Undirected,247,nike,Mon Apr 06 22:20:19 PDT 2009
14,324,Undirected,248,nike,Mon Apr 06 22:20:19 PDT 2009
14,325,Undirected,249,nike,Mon Apr 06 22:20:19 PDT 2009
14,326,Undirected,250,nike,Mon Apr 06 22:20:19 PDT 2009
14,447,Undirected,251,nike,Mon Apr 06 22:20:19 PDT 2009
14,448,Undirected,252,nike,Mon Apr 06 22:20:19 PDT 2009
14,449,Undirected,253,nike,Mon Apr 06 22:20:19 PDT 2009
14,450,Undirected,254,nike,Mon Apr 06 22:20:19 PDT 2009
14,451,Undirected,255,nike,Mon Apr 06 22:20:19 PDT 2009
14,452,Undirected,256,nike,Mon Apr 06 22:20:19 PDT 2009
14,453,Undirected,257,nike,Mon Apr 06 22:20:19 PDT 2009
15,14,Undirected,258,nike,Mon Apr 06 22:20:20 PDT 2009
15,70,Undirected,259,nike,Mon Apr 06 22:20:20 PDT 2009
15,71,Undirected,260,nike,Mon Apr 06 22:20:20 PDT 2009
15,72,Undirected,261,nike,Mon Apr 06 22:20:20 PDT 2009
15,73,Undirected,262,nike,Mon Apr 06 22:20:20 PDT 2009
15,75,Undirected,263,nike,Mon Apr 06 22:20:20 PDT 2009
15,76,Undirected,264,nike,Mon Apr 06 22:20:20 PDT 2009
15,78,Undirected,265,nike,Mon Apr 06 22:20:20 PDT 2009
15,81,Undirected,266,nike,Mon Apr 06 22:20:20 PDT 2009
15,202,Undirected,267,nike,Mon Apr 06 22:20:20 PDT 2009
15,203,Undirected,268,nike,Mon Apr 06 22:20:20 PDT 2009
15,204,Undirected,269,nike,Mon Apr 06 22:20:20 PDT 2009
15,205,Undirected,270,nike,Mon Apr 06 22:20:20 PDT 2009
15,322,Undirected,271,nike,Mon Apr 06 22:20:20 PDT 2009
15,323,Undirected,272,nike,Mon Apr 06 22:20:20 PDT 2009
15,324,Undirected,273,nike,Mon Apr 06 22:20:20 PDT 2009
15,325,Undirected,274,nike,Mon Apr 06 22:20:20 PDT 2009
15,326,Undirected,275,nike,Mon Apr 06 22:20:20 PDT 2009
15,447,Undirected,276,nike,Mon Apr 06 22:20:20 PDT 2009
15,448,Undirected,277,nike,Mon Apr 06 22:20:20 PDT 2009
15,449,Undirected,278,nike,Mon Apr 06 22:20:20 PDT 2009
15,450,Undirected,279,nike,Mon Apr 06 22:20:20 PDT 2009
15,451,Undirected,280,nike,Mon Apr 06 22:20:20 PDT 2009
15,452,Undirected,281,nike,Mon Apr 06 22:20:20 PDT 2009
15,453,Undirected,282,nike,Mon Apr 06 22:20:20 PDT 2009
16,17,Undirected,283,lebron,Mon Apr 06 22:20:20 PDT 2009
16,18,Undirected,284,lebron,Mon Apr 06 22:20:20 PDT 2009
16,19,Undirected,285,lebron,Mon Apr 06 22:20:20 PDT 2009
16,20,Undirected,286,lebron,Mon Apr 06 22:20:20 PDT 2009
16,21,Undirected,287,lebron,Mon Apr 06 22:20:20 PDT 2009
16,22,Undirected,288,lebron,Mon Apr 06 22:20:20 PDT 2009
16,23,Undirected,289,lebron,Mon Apr 06 22:20:20 PDT 2009
16,261,Undirected,290,lebron,Mon Apr 06 22:20:20 PDT 2009
16,262,Undirected,291,lebron,Mon Apr 06 22:20:20 PDT 2009
16,263,Undirected,292,lebron,Mon Apr 06 22:20:20 PDT 2009
16,264,Undirected,293,lebron,Mon Apr 06 22:20:20 PDT 2009
16,265,Undirected,294,lebron,Mon Apr 06 22:20:20 PDT 2009
16,266,Undirected,295,lebron,Mon Apr 06 22:20:20 PDT 2009
16,267,Undirected,296,lebron,Mon Apr 06 22:20:20 PDT 2009
16,268,Undirected,297,lebron,Mon Apr 06 22:20:20 PDT 2009
16,269,Undirected,298,lebron,Mon Apr 06 22:20:20 PDT 2009
16,270,Undirected,299,lebron,Mon Apr 06 22:20:20 PDT 2009
17,16,Undirected,300,lebron,Mon Apr 06 22:20:22 PDT 2009
17,18,Undirected,301,lebron,Mon Apr 06 22:20:22 PDT 2009
17,19,Undirected,302,lebron,Mon Apr 06 22:20:22 PDT 2009
17,20,Undirected,303,lebron,Mon Apr 06 22:20:22 PDT 2009
17,21,Undirected,304,lebron,Mon Apr 06 22:20:22 PDT 2009
17,22,Undirected,305,lebron,Mon Apr 06 22:20:22 PDT 2009
17,23,Undirected,306,lebron,Mon Apr 06 22:20:22 PDT 2009
17,261,Undirected,307,lebron,Mon Apr 06 22:20:22 PDT 2009
17,262,Undirected,308,lebron,Mon Apr 06 22:20:22 PDT 2009
17,263,Undirected,309,lebron,Mon Apr 06 22:20:22 PDT 2009
17,264,Undirected,310,lebron,Mon Apr 06 22:20:22 PDT 2009
17,265,Undirected,311,lebron,Mon Apr 06 22:20:22 PDT 2009
17,266,Undirected,312,lebron,Mon Apr 06 22:20:22 PDT 2009
17,267,Undirected,313,lebron,Mon Apr 06 22:20:22 PDT 2009
17,268,Undirected,314,lebron,Mon Apr 06 22:20:22 PDT 2009
17,269,Undirected,315,lebron,Mon Apr 06 22:20:22 PDT 2009
17,270,Undirected,316,lebron,Mon Apr 06 22:20:22 PDT 2009
18,16,Undirected,317,lebron,Mon Apr 06 22:20:25 PDT 2009
18,17,Undirected,318,lebron,Mon Apr 06 22:20:25 PDT 2009
18,19,Undirected,319,lebron,Mon Apr 06 22:20:25 PDT 2009
18,20,Undirected,320,lebron,Mon Apr 06 22:20:25 PDT 2009
18,21,Undirected,321,lebron,Mon Apr 06 22:20:25 PDT 2009
18,22,Undirected,322,lebron,Mon Apr 06 22:20:25 PDT 2009
18,23,Undirected,323,lebron,Mon Apr 06 22:20:25 PDT 2009
18,261,Undirected,324,lebron,Mon Apr 06 22:20:25 PDT 2009
18,262,Undirected,325,lebron,Mon Apr 06 22:20:25 PDT 2009
18,263,Undirected,326,lebron,Mon Apr 06 22:20:25 PDT 2009
18,264,Undirected,327,lebron,Mon Apr 06 22:20:25 PDT 2009
18,265,Undirected,328,lebron,Mon Apr 06 22:20:25 PDT 2009
18,266,Undirected,329,lebron,Mon Apr 06 22:20:25 PDT 2009
18,267,Undirected,330,lebron,Mon Apr 06 22:20:25 PDT 2009
18,268,Undirected,331,lebron,Mon Apr 06 22:20:25 PDT 2009
18,269,Undirected,332,lebron,Mon Apr 06 22:20:25 PDT 2009
18,270,Undirected,333,lebron,Mon Apr 06 22:20:25 PDT 2009
19,16,Undirected,334,lebron,Mon Apr 06 22:20:31 PDT 2009
19,17,Undirected,335,lebron,Mon Apr 06 22:20:31 PDT 2009
19,18,Undirected,336,lebron,Mon Apr 06 22:20:31 PDT 2009
19,20,Undirected,337,lebron,Mon Apr 06 22:20:31 PDT 2009
19,21,Undirected,338,lebron,Mon Apr 06 22:20:31 PDT 2009
19,22,Undirected,339,lebron,Mon Apr 06 22:20:31 PDT 2009
19,23,Undirected,340,lebron,Mon Apr 06 22:20:31 PDT 2009
19,261,Undirected,341,lebron,Mon Apr 06 22:20:31 PDT 2009
19,262,Undirected,342,lebron,Mon Apr 06 22:20:31 PDT 2009
19,263,Undirected,343,lebron,Mon Apr 06 22:20:31 PDT 2009
19,264,Undirected,344,lebron,Mon Apr 06 22:20:31 PDT 2009
19,265,Undirected,345,lebron,Mon Apr 06 22:20:31 PDT 2009
19,266,Undirected,346,lebron,Mon Apr 06 22:20:31 PDT 2009
19,267,Undirected,347,lebron,Mon Apr 06 22:20:31 PDT 2009
19,268,Undirected,348,lebron,Mon Apr 06 22:20:31 PDT 2009
19,269,Undirected,349,lebron,Mon Apr 06 22:20:31 PDT 2009
19,270,Undirected,350,lebron,Mon Apr 06 22:20:31 PDT 2009
20,16,Undirected,351,lebron,Mon Apr 06 22:20:34 PDT 2009
20,17,Undirected,352,lebron,Mon Apr 06 22:20:34 PDT 2009
20,18,Undirected,353,lebron,Mon Apr 06 22:20:34 PDT 2009
20,19,Undirected,354,lebron,Mon Apr 06 22:20:34 PDT 2009
20,21,Undirected,355,lebron,Mon Apr 06 22:20:34 PDT 2009
20,22,Undirected,356,lebron,Mon Apr 06 22:20:34 PDT 2009
20,23,Undirected,357,lebron,Mon Apr 06 22:20:34 PDT 2009
20,261,Undirected,358,lebron,Mon Apr 06 22:20:34 PDT 2009
20,262,Undirected,359,lebron,Mon Apr 06 22:20:34 PDT 2009
20,263,Undirected,360,lebron,Mon Apr 06 22:20:34 PDT 2009
20,264,Undirected,361,lebron,Mon Apr 06 22:20:34 PDT 2009
20,265,Undirected,362,lebron,Mon Apr 06 22:20:34 PDT 2009
20,266,Undirected,363,lebron,Mon Apr 06 22:20:34 PDT 2009
20,267,Undirected,364,lebron,Mon Apr 06 22:20:34 PDT 2009
20,268,Undirected,365,lebron,Mon Apr 06 22:20:34 PDT 2009
20,269,Undirected,366,lebron,Mon Apr 06 22:20:34 PDT 2009
20,270,Undirected,367,lebron,Mon Apr 06 22:20:34 PDT 2009
21,16,Undirected,368,lebron,Mon Apr 06 22:20:37 PDT 2009
21,17,Undirected,369,lebron,Mon Apr 06 22:20:37 PDT 2009
21,18,Undirected,370,lebron,Mon Apr 06 22:20:37 PDT 2009
21,19,Undirected,371,lebron,Mon Apr 06 22:20:37 PDT 2009
21,20,Undirected,372,lebron,Mon Apr 06 22:20:37 PDT 2009
21,22,Undirected,373,lebron,Mon Apr 06 22:20:37 PDT 2009
21,23,Undirected,374,lebron,Mon Apr 06 22:20:37 PDT 2009
21,261,Undirected,375,lebron,Mon Apr 06 22:20:37 PDT 2009
21,262,Undirected,376,lebron,Mon Apr 06 22:20:37 PDT 2009
